gauge_id,cluster
CL_10306001,1
CL_10311001,1
CL_10313001,8
CL_10322003,1
CL_10327001,1
CL_10328001,1
CL_10340001,1
CL_10343001,1
CL_10343002,1
CL_10344003,1
CL_10344004,1
CL_10351001,1
CL_10356001,1
CL_10362001,1
CL_10363002,1
CL_10364001,1
CL_10401001,8
CL_10405001,8
CL_10405002,1
CL_10405005,8
CL_1041002,5
CL_10411002,1
CL_10414001,1
CL_10431000,8
CL_10431001,8
CL_10432002,1
CL_10432003,8
CL_10440000,1
CL_1044001,5
CL_1050002,7
CL_1050004,2
CL_10503001,1
CL_10514001,9
CL_10520001,1
CL_10523002,1
CL_10701002,9
CL_10702002,1
CL_10704002,1
CL_11020004,9
CL_11040001,9
CL_11130001,0
CL_11141001,9
CL_11143001,9
CL_11143002,9
CL_11147001,9
CL_11147002,0
CL_11151001,3
CL_11302001,1
CL_11307001,9
CL_11308001,1
CL_11310001,1
CL_11310002,10
CL_11310003,1
CL_11312001,9
CL_11314001,1
CL_11315001,9
CL_11316001,9
CL_11317001,1
CL_11335002,10
CL_11337001,6
CL_11342001,9
CL_11405001,3
CL_11500002,3
CL_11504001,6
CL_11505001,0
CL_11514001,0
CL_11520002,4
CL_11521001,4
CL_11530000,7
CL_11532000,0
CL_11536001,7
CL_11536004,7
CL_11542001,7
CL_11545000,7
CL_11701001,0
CL_11710000,7
CL_11711000,7
CL_1201001,7
CL_1201003,7
CL_1201005,7
CL_1210001,7
CL_1211001,7
CL_12280002,0
CL_12284002,10
CL_12284003,10
CL_12284005,8
CL_12284006,4
CL_12284007,10
CL_12285001,1
CL_12285003,9
CL_12286002,0
CL_12287001,0
CL_12288002,7
CL_12288003,3
CL_12288004,7
CL_12289001,0
CL_12289002,0
CL_12289003,0
CL_12291001,9
CL_12400003,1
CL_12400004,1
CL_12448001,9
CL_12452001,4
CL_12561001,9
CL_12563001,4
CL_12582001,9
CL_12585001,9
CL_12585002,6
CL_12586001,9
CL_12600001,9
CL_12622001,9
CL_12660001,4
CL_12802001,8
CL_12805001,1
CL_12806001,1
CL_12820001,9
CL_12825002,0
CL_12861001,8
CL_12863002,8
CL_12865001,8
CL_12872001,8
CL_12876001,9
CL_12876004,9
CL_12878001,9
CL_12930001,10
CL_1300009,7
CL_1310002,7
CL_1410004,7
CL_1502002,7
CL_1502008,7
CL_1610002,7
CL_1610004,7
CL_1730001,7
CL_1730002,7
CL_1730003,7
CL_1730007,7
CL_1730012,7
CL_2101001,7
CL_2103001,0
CL_2103002,0
CL_2103003,3
CL_2103014,5
CL_2104002,0
CL_2104003,7
CL_2104013,7
CL_2105001,5
CL_2105002,7
CL_2105005,5
CL_2105007,3
CL_2110001,7
CL_2110002,5
CL_2110004,5
CL_2110031,5
CL_2112005,5
CL_2112006,5
CL_2112007,5
CL_2113001,7
CL_2510001,5
CL_3022001,9
CL_3041001,2
CL_3041002,1
CL_3041003,4
CL_3041005,4
CL_3050001,8
CL_3404001,1
CL_3414001,0
CL_3421001,3
CL_3430001,0
CL_3430002,10
CL_3430003,10
CL_3431001,0
CL_3434001,3
CL_3434003,5
CL_3450001,0
CL_3453001,7
CL_3802001,0
CL_3804002,10
CL_3806001,10
CL_3814001,10
CL_3814003,0
CL_3815001,10
CL_3815002,3
CL_3820001,10
CL_3820002,6
CL_3820003,10
CL_3825001,10
CL_3826001,10
CL_4301002,0
CL_4302001,10
CL_4306001,0
CL_4308001,0
CL_4311001,10
CL_4313001,10
CL_4314001,10
CL_4314002,10
CL_4320001,10
CL_4323001,10
CL_4335001,4
CL_4400001,8
CL_4501001,10
CL_4501002,10
CL_4502001,7
CL_4503001,9
CL_4506002,6
CL_4511002,10
CL_4512001,10
CL_4513001,10
CL_4514001,10
CL_4515001,9
CL_4515002,9
CL_4516001,10
CL_4520001,10
CL_4522001,9
CL_4522002,9
CL_4523001,10
CL_4523002,9
CL_4530001,9
CL_4531001,6
CL_4531002,9
CL_4532001,10
CL_4533002,8
CL_4534001,3
CL_4535002,10
CL_4537001,9
CL_4540001,10
CL_4540002,8
CL_4550003,9
CL_4556001,8
CL_4557002,8
CL_4558001,9
CL_4703001,4
CL_4703002,10
CL_4704001,10
CL_4704002,10
CL_4711001,10
CL_4712001,6
CL_4714001,8
CL_4716001,9
CL_4716004,9
CL_4721001,10
CL_4723001,4
CL_4726001,9
CL_4730001,9
CL_4810001,8
CL_4810005,5
CL_5100001,9
CL_5101001,9
CL_5110002,9
CL_5120001,8
CL_5200001,9
CL_5221001,5
CL_5221002,8
CL_5320001,8
CL_5401003,0
CL_5402001,10
CL_5402015,10
CL_5403002,10
CL_5403003,10
CL_5406001,10
CL_5410002,10
CL_5410005,10
CL_5411001,1
CL_5411002,3
CL_5414001,10
CL_5420002,8
CL_5421001,5
CL_5421002,0
CL_5422001,3
CL_5423002,8
CL_5423003,9
CL_5423004,8
CL_5423005,6
CL_5423006,8
CL_5427003,8
CL_5701001,0
CL_5701002,10
CL_5702001,10
CL_5703006,10
CL_5704002,10
CL_5705001,10
CL_5706001,10
CL_5707002,0
CL_5710001,0
CL_5715001,5
CL_5716001,8
CL_5720001,6
CL_5721001,10
CL_5721016,10
CL_5722001,9
CL_5722002,9
CL_5730005,8
CL_5730008,8
CL_5734001,8
CL_5737002,1
CL_5741001,8
CL_5746001,8
CL_5748001,2
CL_6000003,10
CL_6002001,0
CL_6003001,10
CL_6006001,10
CL_6008005,10
CL_6011001,0
CL_6013001,9
CL_6015001,8
CL_6018001,8
CL_6019003,1
CL_6025001,10
CL_6027001,1
CL_6028001,10
CL_6033001,1
CL_6033011,1
CL_6034001,1
CL_6034022,1
CL_6034023,1
CL_6035001,1
CL_6043001,8
CL_6132001,8
CL_7102001,6
CL_7102005,10
CL_7103001,1
CL_7104001,8
CL_7104002,9
CL_7112001,10
CL_7115001,9
CL_7116001,1
CL_7123001,1
CL_7200002,8
CL_7300001,7
CL_7303000,10
CL_7306001,10
CL_7308001,1
CL_7308002,3
CL_7317003,8
CL_7317005,9
CL_7320003,2
CL_7321002,9
CL_7322001,1
CL_7330001,1
CL_7331001,10
CL_7332001,1
CL_7335001,1
CL_7335002,1
CL_7336001,8
CL_7339001,8
CL_7340001,8
CL_7341001,1
CL_7343001,1
CL_7350001,1
CL_7350002,5
CL_7350003,8
CL_7351001,2
CL_7354001,1
CL_7354002,1
CL_7355001,2
CL_7355002,1
CL_7355003,9
CL_7357002,1
CL_7358001,8
CL_7359001,8
CL_7372001,1
CL_7374001,1
CL_7379001,8
CL_7379002,1
CL_7381001,8
CL_7383001,1
CL_7400001,8
CL_8104001,1
CL_8105001,1
CL_8106001,1
CL_8106002,1
CL_8112001,1
CL_8114001,1
CL_8115001,1
CL_8117001,1
CL_8117004,1
CL_8117005,1
CL_8117006,1
CL_8117008,8
CL_8118001,8
CL_8123001,1
CL_8124001,1
CL_8124002,1
CL_8130001,1
CL_8130002,1
CL_8132001,1
CL_8133001,1
CL_8134002,1
CL_8134003,8
CL_8135002,1
CL_8140002,1
CL_8141001,1
CL_8144001,8
CL_8210003,7
CL_8220001,1
CL_8220008,8
CL_8220009,8
CL_8220010,8
CL_8304001,1
CL_8307002,1
CL_8308000,10
CL_8312000,8
CL_8312001,1
CL_8313000,1
CL_8313001,1
CL_8316002,1
CL_8317001,1
CL_8317002,1
CL_8317004,1
CL_8317005,1
CL_8319001,1
CL_8323001,1
CL_8323002,1
CL_8324002,7
CL_8330001,1
CL_8332001,1
CL_8334001,1
CL_8342001,1
CL_8343001,1
CL_8350001,1
CL_8351001,1
CL_8356001,1
CL_8358001,1
CL_8362001,1
CL_8366002,0
CL_8372002,2
CL_8376001,1
CL_8380001,1
CL_8380006,8
CL_8381003,8
CL_8383001,1
CL_8385001,1
CL_8386001,1
CL_8393002,8
CL_8394001,1
CL_8430001,1
CL_8530001,8
CL_8700002,1
CL_8700003,8
CL_8720001,8
CL_8820001,1
CL_8821001,1
CL_8821002,1
CL_8821003,1
CL_8821006,1
CL_8822001,8
CL_8822002,1
CL_8910001,1
CL_9101001,1
CL_9101002,8
CL_9102001,1
CL_9104001,1
CL_9104002,1
CL_9106001,1
CL_9107001,1
CL_9107002,8
CL_9111001,8
CL_9113001,1
CL_9116001,1
CL_9122002,1
CL_9123001,1
CL_9126001,1
CL_9127001,1
CL_9129002,1
CL_9131001,1
CL_9134001,1
CL_9135001,1
CL_9140001,1
CL_9400000,6
CL_9402001,1
CL_9404001,1
CL_9405001,1
CL_9412001,1
CL_9414001,1
CL_9416001,1
CL_9420001,1
CL_9423001,1
CL_9433001,1
CL_9434001,1
CL_9436001,1
CL_9437002,1
USA_01013500,4
USA_01022500,9
USA_01030500,4
USA_01031500,4
USA_01047000,4
USA_01052500,4
USA_01054200,4
USA_01055000,4
USA_01057000,4
USA_01073000,8
USA_01078000,4
USA_01118300,9
USA_01121000,9
USA_01123000,9
USA_01134500,4
USA_01137500,4
USA_01139000,4
USA_01139800,4
USA_01142500,4
USA_01144000,4
USA_01162500,9
USA_01169000,4
USA_01170100,4
USA_01181000,9
USA_01187300,9
USA_01195100,1
USA_01333000,9
USA_01350000,9
USA_01350080,4
USA_01350140,9
USA_01365000,9
USA_01411300,9
USA_01413500,9
USA_01414500,9
USA_01415000,9
USA_01423000,9
USA_01434025,4
USA_01435000,9
USA_01439500,9
USA_01440000,9
USA_01440400,9
USA_01451800,9
USA_01466500,9
USA_01484100,9
USA_01485500,2
USA_01486000,2
USA_01487000,9
USA_01491000,2
USA_01510000,9
USA_01516500,9
USA_01518862,9
USA_01532000,9
USA_01539000,9
USA_01542810,9
USA_01543000,9
USA_01543500,9
USA_01544500,9
USA_01545600,9
USA_01547700,9
USA_01548500,9
USA_01549500,9
USA_01550000,9
USA_01552000,9
USA_01552500,9
USA_01557500,9
USA_01567500,9
USA_01568000,9
USA_01580000,1
USA_01583500,2
USA_01586610,9
USA_01591400,2
USA_01594950,2
USA_01596500,9
USA_01605500,2
USA_01606500,9
USA_01613050,9
USA_01620500,2
USA_01632000,2
USA_01632900,2
USA_01634500,2
USA_01638480,2
USA_01639500,2
USA_01644000,2
USA_01658500,2
USA_01664000,2
USA_01666500,2
USA_01667500,2
USA_01669000,9
USA_01669520,2
USA_02011400,9
USA_02011460,2
USA_02013000,2
USA_02014000,2
USA_02015700,2
USA_02016000,2
USA_02017500,2
USA_02018000,2
USA_02027000,2
USA_02027500,2
USA_02028500,2
USA_02038850,2
USA_02046000,2
USA_02051000,2
USA_02051500,2
USA_02053200,8
USA_02053800,2
USA_02055100,2
USA_02056900,2
USA_02059500,2
USA_02064000,2
USA_02065500,2
USA_02069700,2
USA_02070000,2
USA_02074500,2
USA_02077200,2
USA_02081500,2
USA_02082950,2
USA_02092500,5
USA_02096846,8
USA_02102908,2
USA_02108000,5
USA_02111180,2
USA_02111500,2
USA_02112120,2
USA_02112360,2
USA_02118500,2
USA_02125000,8
USA_02128000,8
USA_02137727,2
USA_02140991,2
USA_02143000,2
USA_02143040,2
USA_02149000,2
USA_02152100,2
USA_02177000,1
USA_02178400,1
USA_02193340,8
USA_02196000,8
USA_02198100,8
USA_02202600,8
USA_02212600,8
USA_02215100,8
USA_02216180,8
USA_02221525,9
USA_02231000,5
USA_02231342,7
USA_02235200,7
USA_02245500,7
USA_02246000,7
USA_02296500,7
USA_02297155,7
USA_02297310,7
USA_02298123,7
USA_02298608,7
USA_02299950,7
USA_02300700,7
USA_02310947,7
USA_02312200,7
USA_02314500,4
USA_02315500,4
USA_02324400,5
USA_02327100,5
USA_02342933,8
USA_02349900,8
USA_02350900,8
USA_02361000,8
USA_02363000,8
USA_02369800,8
USA_02371500,8
USA_02372250,8
USA_02374500,1
USA_02381600,1
USA_02384540,2
USA_02395120,8
USA_02408540,8
USA_02415000,8
USA_02422500,1
USA_02427250,8
USA_02430085,1
USA_02430615,2
USA_02450250,1
USA_02464000,1
USA_02464146,2
USA_02464360,1
USA_02465493,9
USA_02469800,1
USA_02472000,1
USA_02472500,2
USA_02479155,2
USA_02479300,2
USA_02479560,1
USA_02481000,2
USA_02481510,2
USA_03010655,9
USA_03011800,9
USA_03015500,9
USA_03021350,2
USA_03026500,9
USA_03028000,9
USA_03049000,2
USA_03049800,2
USA_03050000,2
USA_03066000,9
USA_03069500,9
USA_03070500,2
USA_03076600,2
USA_03078000,9
USA_03140000,2
USA_03144000,2
USA_03159540,2
USA_03161000,2
USA_03164000,2
USA_03165000,2
USA_03170000,2
USA_03173000,1
USA_03180500,9
USA_03182500,2
USA_03186500,9
USA_03187500,2
USA_03213700,1
USA_03237280,2
USA_03237500,1
USA_03238500,2
USA_03241500,2
USA_03280700,1
USA_03281100,2
USA_03281500,1
USA_03285000,2
USA_03291780,2
USA_03300400,2
USA_03338780,2
USA_03340800,2
USA_03346000,2
USA_03357350,2
USA_03364500,2
USA_03366500,2
USA_03368000,2
USA_03384450,2
USA_03439000,2
USA_03450000,2
USA_03455500,2
USA_03456500,2
USA_03460000,1
USA_03463300,2
USA_03471500,1
USA_03473000,1
USA_03479000,2
USA_03488000,1
USA_03498500,1
USA_03500000,1
USA_03500240,1
USA_03504000,1
USA_03574500,1
USA_03592718,2
USA_03604000,2
USA_04015330,4
USA_04024430,4
USA_04027000,4
USA_04040500,4
USA_04043050,4
USA_04045500,4
USA_04056500,4
USA_04057510,4
USA_04057800,4
USA_04059500,4
USA_04063700,4
USA_04074950,4
USA_04105700,9
USA_04115265,9
USA_04122200,9
USA_04122500,9
USA_04124000,4
USA_04127918,4
USA_04127997,4
USA_04161580,9
USA_04185000,9
USA_04196800,2
USA_04197100,2
USA_04197170,2
USA_04213000,2
USA_04213075,2
USA_04216418,9
USA_04221000,9
USA_04224775,9
USA_04233000,9
USA_04256000,4
USA_04296000,4
USA_05056000,10
USA_05057000,10
USA_05057200,4
USA_05062500,10
USA_05087500,4
USA_05120500,10
USA_05123400,10
USA_05129115,10
USA_05131500,4
USA_05291000,4
USA_05362000,4
USA_05393500,4
USA_05399500,4
USA_05408000,6
USA_05412500,6
USA_05413500,6
USA_05414000,6
USA_05444000,6
USA_05454000,6
USA_05458000,6
USA_05466500,6
USA_05487980,6
USA_05488200,6
USA_05489000,6
USA_05495000,6
USA_05495500,6
USA_05501000,6
USA_05503800,6
USA_05507600,6
USA_05508805,6
USA_05514500,6
USA_05525500,2
USA_05556500,6
USA_05584500,6
USA_05585000,6
USA_05591550,9
USA_05592050,2
USA_05592575,6
USA_05593575,2
USA_05593900,2
USA_05595730,2
USA_06037500,10
USA_06043500,10
USA_06154410,10
USA_06188000,10
USA_06191500,10
USA_06221400,10
USA_06224000,10
USA_06278300,10
USA_06280300,10
USA_06289000,10
USA_06291500,10
USA_06311000,10
USA_06332515,4
USA_06339100,4
USA_06339500,4
USA_06344600,4
USA_06350000,4
USA_06352000,4
USA_06353000,4
USA_06354000,4
USA_06360500,4
USA_06404000,4
USA_06406000,4
USA_06408700,0
USA_06409000,0
USA_06431500,10
USA_06440200,6
USA_06441500,6
USA_06447000,6
USA_06447500,6
USA_06450500,6
USA_06452000,6
USA_06453600,6
USA_06464500,6
USA_06468170,4
USA_06468250,10
USA_06470800,4
USA_06477500,6
USA_06479215,4
USA_06479438,4
USA_06601000,6
USA_06614800,10
USA_06622700,10
USA_06623800,10
USA_06632400,10
USA_06746095,10
USA_06784000,6
USA_06803510,3
USA_06803530,4
USA_06814000,6
USA_06847900,6
USA_06853800,6
USA_06876700,6
USA_06878000,6
USA_06879650,4
USA_06885500,6
USA_06888500,10
USA_06889200,4
USA_06889500,4
USA_06892000,4
USA_06903400,6
USA_06906800,6
USA_06910800,6
USA_06911900,6
USA_06917000,4
USA_06918460,9
USA_06919500,4
USA_06921070,2
USA_06921200,8
USA_06934000,2
USA_07014500,9
USA_07056000,2
USA_07057500,9
USA_07060710,2
USA_07066000,9
USA_07067000,9
USA_07068000,9
USA_07071500,9
USA_07083000,10
USA_07142300,6
USA_07145700,6
USA_07148400,6
USA_07149000,6
USA_07151500,6
USA_07167500,6
USA_07180500,3
USA_07184000,4
USA_07195800,9
USA_07196900,9
USA_07197000,9
USA_07208500,10
USA_07226500,7
USA_07261000,1
USA_07263295,2
USA_07290650,2
USA_07291000,2
USA_07292500,2
USA_07295000,2
USA_07299670,3
USA_07301410,2
USA_07301500,4
USA_07315200,3
USA_07315700,6
USA_07335700,2
USA_07340300,9
USA_07346045,1
USA_07359610,2
USA_07362100,2
USA_07362587,2
USA_07373000,2
USA_07375000,8
USA_07376000,2
USA_08013000,2
USA_08014500,2
USA_08023080,2
USA_08025500,2
USA_08029500,2
USA_08050800,3
USA_08066200,2
USA_08066300,2
USA_08070000,2
USA_08070200,2
USA_08079600,3
USA_08082700,3
USA_08086212,3
USA_08086290,3
USA_08101000,6
USA_08103900,6
USA_08104900,3
USA_08109700,3
USA_08150800,3
USA_08155200,3
USA_08158700,3
USA_08158810,3
USA_08164000,3
USA_08164300,3
USA_08164600,3
USA_08165300,3
USA_08171300,3
USA_08175000,3
USA_08176900,3
USA_08178880,3
USA_08189500,3
USA_08190000,3
USA_08190500,3
USA_08194200,3
USA_08195000,3
USA_08196000,3
USA_08198500,10
USA_08200000,3
USA_08202700,3
USA_08267500,10
USA_08269000,10
USA_08271000,10
USA_08324000,10
USA_08377900,10
USA_08378500,10
USA_08380500,10
USA_09034900,10
USA_09035800,10
USA_09035900,10
USA_09047700,10
USA_09065500,10
USA_09066000,10
USA_09066200,10
USA_09066300,10
USA_09081600,10
USA_09107000,10
USA_09210500,10
USA_09223000,10
USA_09306242,10
USA_09312600,10
USA_09352900,10
USA_09378170,10
USA_09378630,10
USA_09386900,4
USA_09404450,9
USA_09430500,5
USA_09430600,5
USA_09447800,5
USA_09480000,7
USA_09484000,5
USA_09484600,7
USA_09492400,10
USA_09494000,10
USA_09497800,8
USA_09497980,8
USA_09505200,8
USA_09505350,8
USA_09505800,8
USA_09508300,8
USA_09510200,8
USA_09512280,8
USA_09513780,8
USA_10023000,10
USA_10166430,10
USA_10172700,10
USA_10172800,10
USA_10173450,10
USA_10205030,10
USA_10234500,10
USA_10242000,10
USA_10244950,10
USA_10249300,10
USA_10258000,2
USA_10258500,8
USA_10259000,8
USA_10259200,8
USA_10263500,1
USA_10310500,9
USA_10316500,10
USA_10329500,10
USA_10336645,10
USA_10336660,10
USA_10336740,10
USA_10343500,10
USA_10348850,4
USA_10396000,10
USA_11098000,8
USA_11124500,8
USA_11141280,8
USA_11143000,8
USA_11148900,8
USA_11151300,8
USA_11162500,8
USA_11176400,8
USA_11180500,8
USA_11180960,8
USA_11224500,8
USA_11230500,10
USA_11237500,10
USA_11253310,8
USA_11264500,10
USA_11266500,10
USA_11274500,8
USA_11274630,8
USA_11284400,8
USA_11299600,8
USA_11381500,1
USA_11383500,1
USA_11451100,8
USA_11468500,1
USA_11473900,1
USA_11475560,1
USA_11476600,1
USA_11478500,1
USA_11480390,1
USA_11481200,1
USA_11482500,1
USA_11522500,1
USA_11523200,9
USA_11528700,1
USA_11532500,1
USA_12010000,1
USA_12013500,1
USA_12020000,1
USA_12025000,1
USA_12025700,1
USA_12035000,1
USA_12040500,1
USA_12041200,1
USA_12043000,1
USA_12048000,9
USA_12054000,1
USA_12056500,1
USA_12073500,1
USA_12082500,9
USA_12092000,9
USA_12095000,1
USA_12114500,9
USA_12115000,9
USA_12115500,1
USA_12117000,1
USA_12141300,9
USA_12143600,9
USA_12144000,9
USA_12145500,1
USA_12147500,1
USA_12147600,9
USA_12167000,1
USA_12175500,0
USA_12178100,9
USA_12186000,9
USA_12189500,9
USA_12358500,10
USA_12374250,10
USA_12375900,10
USA_12377150,10
USA_12381400,10
USA_12383500,10
USA_12388400,10
USA_12390700,10
USA_12411000,10
USA_12414500,10
USA_12447390,10
USA_12451000,10
USA_12488500,10
USA_13011500,10
USA_13011900,10
USA_13018300,10
USA_13023000,10
USA_13083000,10
USA_13161500,10
USA_13235000,10
USA_13240000,10
USA_13310700,10
USA_13313000,10
USA_13331500,10
USA_13337000,10
USA_13338500,10
USA_13340000,10
USA_13340600,10
USA_14020000,9
USA_14092750,9
USA_14096850,8
USA_14137000,1
USA_14138800,1
USA_14138870,1
USA_14138900,1
USA_14139800,1
USA_14141500,1
USA_14154500,1
USA_14158500,9
USA_14158790,1
USA_14166500,1
USA_14182500,1
USA_14185000,1
USA_14185900,1
USA_14187000,1
USA_14216500,1
USA_14222500,1
USA_14236200,1
USA_14301000,1
USA_14303200,1
USA_14305500,1
USA_14306340,1
USA_14306500,1
USA_14308990,1
USA_14309500,1
USA_14316700,1
USA_14325000,1
USA_14362250,1
USA_14400000,1
