gauge_id,hii,human_influence_category
CH_2368,0.336473987420559,Medium
CH_2369,0.38076434622037786,High
CH_2372,0.33819831158767116,Medium
CH_2374,0.35762092249062716,High
CH_2378,0.3482902424700366,High
CH_2386,0.43997641023382256,High
CH_2387,0.34943237551827844,High
CH_2403,0.3119784052986644,Medium
CH_2409,0.33775651798208756,Medium
CH_2410,0.5447628952258782,High
CH_2415,0.6948948736656142,High
CH_2418,0.328096591371725,Medium
CH_2419,0.30516096998773923,Medium
CH_2420,0.32658261755751244,Medium
CH_2426,0.3438702568543102,Medium
CH_2432,0.4468785568419561,High
CH_2433,0.4445720761467115,High
CH_2434,0.44331374870663826,High
CH_2450,0.3898616666659855,High
CH_2458,0.42850006759756626,High
CH_2468,0.34149639073189486,Medium
CH_2469,0.34392856070634564,Medium
CH_2471,0.3989941133038669,High
CH_2473,0.4060391893096222,High
CH_2475,0.36275069967843687,High
CH_2478,0.3738614312176765,High
CH_2480,0.36445684504467485,High
CH_2481,0.3380422179317686,Medium
CH_2485,0.3696252308587663,High
CH_2487,0.3326746779295709,Medium
CH_2488,0.33664048347705733,Medium
CH_2490,0.46326952909199914,High
CH_2491,0.29941636041101777,Medium
CH_2493,0.4414445368209117,High
CH_2494,0.35507911267171854,High
CH_2497,0.37655423183091524,High
CH_2498,0.3415234096998384,Medium
CH_2602,0.36618590673314905,High
CH_2603,0.3449025764601102,Medium
CH_2605,0.36670556701440554,High
CH_2610,0.37734538729759903,High
CH_2617,0.30385156932223345,Medium
CH_2634,0.40105759969336213,High
CH_3009,0.3495700691603562,High
CH_3019,0.31731846966678534,Medium
CH_3032,0.32938455591556937,Medium
CH_3033,0.3143874031579325,Medium
CH_4002,0.34376306578523025,Medium
CH_4004,0.3572348042327736,High
CH_4006,0.3529154573165063,High
CH_4007,0.3815530955173433,High
CH_4009,0.3712181534391337,High
CH_4010,0.45508486426415423,High
CH_4011,0.3738999995375193,High
CH_4015,0.41586703388050816,High
CH_4016,0.39889134112025115,High
CH_4017,0.3623331941855993,High
CH_4018,0.37578269505389084,High
CH_4020,0.3645344545441484,High
CH_5009,0.26478086434319265,Medium
CH_5014,0.28919667185472364,Medium
CH_5032,0.3689619911939742,High
CL_1001001,0.164981727028801,Low
CL_1001002,0.1814231307395271,Medium
CL_1001003,0.15996284055510018,Low
CL_10100002,0.22602736010407934,Medium
CL_10100006,0.2657984059920615,Medium
CL_10102001,0.11732065929223685,Low
CL_10111001,0.14494551240999687,Low
CL_10121001,0.10943115571611466,Low
CL_10122001,0.13125660948379855,Low
CL_10122003,0.13170396443745963,Low
CL_10133000,0.10310416959526356,Low
CL_10134001,0.10158777919709086,Low
CL_10137001,0.10069603133162353,Low
CL_10140001,0.10485068697174486,Low
CL_10142003,0.10087876172987202,Low
CL_1020002,0.1788035581758816,Medium
CL_1020003,0.1874958854521564,Medium
CL_1021001,0.1933517289919063,Medium
CL_1021002,0.2034349340269983,Medium
CL_10304001,0.10258118372326465,Low
CL_10305001,0.09902293451929303,Low
CL_10306001,0.09963143603846794,Low
CL_10311001,0.10312775718536824,Low
CL_10313001,0.10666267729827507,Low
CL_10322003,0.10694715709797413,Low
CL_10327001,0.10103202054126696,Low
CL_10328001,0.10379447319492388,Low
CL_10340001,0.10051495652350591,Low
CL_10343001,0.09958324059523674,Low
CL_10343002,0.10102115589285508,Low
CL_10344003,0.10196742666625676,Low
CL_10344004,0.10130264378731905,Low
CL_10351001,0.10563963781157917,Low
CL_10356001,0.10712645672744327,Low
CL_10362001,0.10644137740783419,Low
CL_10363002,0.10823058211427995,Low
CL_10364001,0.10827209459846567,Low
CL_10401001,0.1002869341661823,Low
CL_10405001,0.1003682656509487,Low
CL_10405002,0.10018158671960542,Low
CL_10405005,0.09975609285006058,Low
CL_1041002,0.17241915397165283,Medium
CL_10411002,0.16400949110861873,Low
CL_10414001,0.11690655763163661,Low
CL_10431000,0.1051757104598664,Low
CL_10431001,0.10245148677387757,Low
CL_10432002,0.10262762739768445,Low
CL_10432003,0.10516433079614812,Low
CL_10440000,0.10245018005704841,Low
CL_1044001,0.13315428858390901,Low
CL_1050002,0.20249853912397667,Medium
CL_1050004,0.20249125355695935,Medium
CL_10503001,0.14017101046600933,Low
CL_10514001,0.16483417009389426,Low
CL_10520001,0.1525357901049969,Low
CL_10523002,0.15126433952100632,Low
CL_10701002,0.13228224202318575,Low
CL_10702002,0.4350945786565857,High
CL_10704002,0.4060647321298714,High
CL_11020004,0.2127565744424583,Medium
CL_11040001,0.17012342331729619,Medium
CL_11130001,0.1290676673344866,Low
CL_11141001,0.13963179006020174,Low
CL_11143001,0.137088865925088,Low
CL_11143002,0.15480373061407468,Low
CL_11147001,0.13510736403777782,Low
CL_11147002,0.1291917247203745,Low
CL_11151001,0.1286571665049474,Low
CL_11302001,0.13100153590859925,Low
CL_11307001,0.13021535813036145,Low
CL_11308001,0.13123711794095597,Low
CL_11310001,0.19947164471850248,Medium
CL_11310002,0.12947853565232817,Low
CL_11310003,0.13079078768931543,Low
CL_11312001,0.129658195506977,Low
CL_11314001,0.13725977163241768,Low
CL_11315001,0.13489068705362167,Low
CL_11316001,0.1427642352947576,Low
CL_11317001,0.1406416366246332,Low
CL_11335002,0.12921602827865775,Low
CL_11337001,0.14421431645979105,Low
CL_11342001,0.1379044684858524,Low
CL_11405001,0.1286344727573061,Low
CL_11500002,0.1286892515948832,Low
CL_11504001,0.12886141072742427,Low
CL_11505001,0.12933285734620162,Low
CL_11514001,0.12910462461236638,Low
CL_11520002,0.20060150471235477,Medium
CL_11521001,0.1295825801868464,Low
CL_11530000,0.19281091461190913,Medium
CL_11532000,0.12862078186486045,Low
CL_11536001,0.2900870010390241,Medium
CL_11536004,0.18979087003290063,Medium
CL_11542001,0.20237068384030735,Medium
CL_11545000,0.1991578466547714,Medium
CL_11701001,0.25607126312875106,Medium
CL_11710000,0.24309522340754997,Medium
CL_11711000,0.24021086435060068,Medium
CL_1201001,0.20381580740782654,Medium
CL_1201003,0.2008923971182349,Medium
CL_1201005,0.19656998578467585,Medium
CL_1210001,0.20235974793988362,Medium
CL_1211001,0.20666240471328876,Medium
CL_12280002,0.17517331369120087,Medium
CL_12284002,0.1735598830694721,Medium
CL_12284003,0.30690376319382845,Medium
CL_12284005,0.2972740064220501,Medium
CL_12284006,0.17685526484467143,Medium
CL_12284007,0.24908177136269707,Medium
CL_12285001,0.23420711468038263,Medium
CL_12285003,0.18295511605346862,Medium
CL_12286002,0.16820512604164772,Medium
CL_12287001,0.16667007668461464,Low
CL_12288002,0.1664171389600453,Low
CL_12288003,0.1664187647125242,Low
CL_12288004,0.16641895074352236,Low
CL_12289001,0.20641690871717067,Medium
CL_12289002,0.23001972457394534,Medium
CL_12289003,0.22987995434237674,Medium
CL_12291001,0.1704030574866813,Medium
CL_12400003,0.21848890942557803,Medium
CL_12400004,0.18513921778952713,Medium
CL_12448001,0.16648227464002072,Low
CL_12452001,0.16647877105129613,Low
CL_12561001,0.16781571543224716,Medium
CL_12563001,0.1665535069711905,Low
CL_12582001,0.16672155681682335,Low
CL_12585001,0.16776184667657812,Low
CL_12585002,0.2162160990179728,Medium
CL_12586001,0.2141337759426823,Medium
CL_12600001,0.16671425477191087,Low
CL_12622001,0.1678621780833921,Medium
CL_12660001,0.17364322445748037,Medium
CL_12802001,0.16892475216409739,Medium
CL_12805001,0.1665583595738672,Low
CL_12806001,0.16682715076167023,Low
CL_12820001,0.16678723487601346,Low
CL_12825002,0.2862351048802188,Medium
CL_12861001,0.1935901520953048,Medium
CL_12863002,0.17069130659943807,Medium
CL_12865001,0.16690013348608515,Low
CL_12872001,0.17962074054991384,Medium
CL_12876001,0.16664279236485402,Low
CL_12876004,0.1687518617921285,Medium
CL_12878001,0.2023916637433934,Medium
CL_12930001,0.1670319205307543,Low
CL_1300009,0.20331330529828262,Medium
CL_1310002,0.2039914830504222,Medium
CL_1410004,0.20332198803297105,Medium
CL_1502002,0.20312361670024157,Medium
CL_1502008,0.20307352962055536,Medium
CL_1610002,0.2038274886915356,Medium
CL_1610004,0.20330324506593697,Medium
CL_1730001,0.20323781330646037,Medium
CL_1730002,0.2034977317226758,Medium
CL_1730003,0.20304685447040463,Medium
CL_1730007,0.20286695192402224,Medium
CL_1730012,0.20354710802663217,Medium
CL_2101001,0.3958989275443171,High
CL_2103001,0.3169048607978844,Medium
CL_2103002,0.3232492473141628,Medium
CL_2103003,0.3233104229968702,Medium
CL_2103014,0.06327440167105347,Low
CL_2104002,0.3817027516277168,High
CL_2104003,0.38079814962545705,High
CL_2104013,0.38079778161628086,High
CL_2105001,0.4001179074299857,High
CL_2105002,0.40056131800630373,High
CL_2105005,0.4011830752216843,High
CL_2105007,0.3994453816268628,High
CL_2110001,0.3913785438954354,High
CL_2110002,0.3913785438954354,High
CL_2110004,0.3920990523556128,High
CL_2110031,0.38973582933988943,High
CL_2112005,0.39957485938143356,High
CL_2112006,0.3971760382777625,High
CL_2112007,0.3985865598669953,High
CL_2113001,0.39850567233248524,High
CL_2510001,0.3579230368959388,High
CL_3022001,0.2080593768031839,Medium
CL_3041001,0.2085235730928267,Medium
CL_3041002,0.21564402925793213,Medium
CL_3041003,0.20288620527040074,Medium
CL_3041004,0.20384593369596268,Medium
CL_3041005,0.21046538642920049,Medium
CL_3050001,0.21107907529040917,Medium
CL_3404001,0.2066542949342656,Medium
CL_3414001,0.21241048356864697,Medium
CL_3421001,0.21000470460923068,Medium
CL_3430001,0.2089742316057466,Medium
CL_3430002,0.20915167677146396,Medium
CL_3430003,0.20884934524943716,Medium
CL_3431001,0.20937376675313366,Medium
CL_3434001,0.21005700203659383,Medium
CL_3434003,0.21010366914565,Medium
CL_3450001,0.21207169917023533,Medium
CL_3453001,0.2138744184209734,Medium
CL_3802001,0.2023930786982327,Medium
CL_3804002,0.20493760210510503,Medium
CL_3806001,0.20694337373769323,Medium
CL_3814001,0.20511614518567417,Medium
CL_3814003,0.2039955896753542,Medium
CL_3815001,0.20586986013070843,Medium
CL_3815002,0.20494922341491115,Medium
CL_3820001,0.20655174229748777,Medium
CL_3820002,0.2066006978020599,Medium
CL_3820003,0.20670167187097047,Medium
CL_3825001,0.209868399473336,Medium
CL_3826001,0.21031547743474088,Medium
CL_4301002,0.13463403979928207,Low
CL_4302001,0.14314047155833848,Low
CL_4306001,0.1392450579286856,Low
CL_4308001,0.1405394209727285,Low
CL_4311001,0.13681814057323022,Low
CL_4313001,0.13594261808871577,Low
CL_4314001,0.13707714420364797,Low
CL_4314002,0.13774072889618308,Low
CL_4320001,0.13978835359727218,Low
CL_4323001,0.14032668944182106,Low
CL_4335001,0.1416939514791812,Low
CL_4400001,0.18582226290410933,Medium
CL_4501001,0.13568486709384758,Low
CL_4501002,0.13596420212986637,Low
CL_4502001,0.13733414637599214,Low
CL_4503001,0.13814828010355257,Low
CL_4506002,0.13832402057186463,Low
CL_4511002,0.1305733351717935,Low
CL_4512001,0.13379017310202648,Low
CL_4513001,0.13410103332608894,Low
CL_4514001,0.13216361579921398,Low
CL_4515001,0.13368048517792464,Low
CL_4515002,0.1354544289097546,Low
CL_4516001,0.13555975730350325,Low
CL_4520001,0.13583008433820704,Low
CL_4522001,0.13681653442559943,Low
CL_4522002,0.13924125815421062,Low
CL_4523001,0.13679827207575346,Low
CL_4523002,0.1369745148508057,Low
CL_4530001,0.13691501756108984,Low
CL_4531001,0.1372123293184778,Low
CL_4531002,0.13894857873989408,Low
CL_4532001,0.13736612027137424,Low
CL_4533002,0.13844375813018026,Low
CL_4534001,0.14118690501747808,Low
CL_4535002,0.19901892505456326,Medium
CL_4537001,0.18597470868092308,Medium
CL_4540001,0.182528578224447,Medium
CL_4540002,0.18607799470772063,Medium
CL_4550003,0.34680111647351697,High
CL_4556001,0.14708672149972307,Low
CL_4557002,0.14631947204540052,Low
CL_4558001,0.27103709970060386,Medium
CL_4703001,0.13371162954469218,Low
CL_4703002,0.1338863514420988,Low
CL_4704001,0.1466719838532256,Low
CL_4704002,0.14626439139391423,Low
CL_4711001,0.13896697652968587,Low
CL_4712001,0.13057803283079447,Low
CL_4714001,0.1419265554081519,Low
CL_4716001,0.1399195838848299,Low
CL_4716004,0.14013135834381454,Low
CL_4721001,0.1312244282697855,Low
CL_4723001,0.13441594497278744,Low
CL_4726001,0.13957951069973643,Low
CL_4730001,0.1399917946852235,Low
CL_4810001,0.14743098550430758,Low
CL_4810005,0.1474064353173765,Low
CL_4810006,0.14738368248774905,Low
CL_5100001,0.14275046044652417,Low
CL_5101001,0.14266680979409357,Low
CL_5101002,0.1435977490297969,Low
CL_5110002,0.14576013201994215,Low
CL_5120001,0.14656427009465897,Low
CL_5200001,0.14334037308203995,Low
CL_5221001,0.14929188318622494,Low
CL_5221002,0.15050379254681348,Low
CL_5320001,0.1591684987166362,Low
CL_5401003,0.14917687727552967,Low
CL_5402001,0.16566342229614892,Low
CL_5402015,0.17806257062593273,Medium
CL_5403002,0.15647448299178146,Low
CL_5403003,0.15117471619010242,Low
CL_5406001,0.15554003054407053,Low
CL_5410002,0.1531997106253608,Low
CL_5410005,0.1609230497541586,Low
CL_5411001,0.15307540493843055,Low
CL_5411002,0.18459833075574192,Medium
CL_5414001,0.1420523514200828,Low
CL_5420002,0.16696641107671797,Low
CL_5421001,0.15126953921987962,Low
CL_5421002,0.15126953921987962,Low
CL_5422001,0.1788331799975553,Medium
CL_5423002,0.17893352769207402,Medium
CL_5423003,0.15838991377889686,Low
CL_5423004,0.16766574022544123,Low
CL_5423005,0.159790624704477,Low
CL_5423006,0.15519506184504533,Low
CL_5427003,0.18700721402856568,Medium
CL_5701001,0.1951501972137722,Medium
CL_5701002,0.19559564318321992,Medium
CL_5702001,0.19458229315428413,Medium
CL_5703006,0.31286459491828933,Medium
CL_5704002,0.21451977744611142,Medium
CL_5705001,0.1952105687333764,Medium
CL_5706001,0.19405057583722587,Medium
CL_5707002,0.19670840513383872,Medium
CL_5710001,0.2145415531035,Medium
CL_5715001,0.22741417174791548,Medium
CL_5716001,0.22079189351817324,Medium
CL_5720001,0.21319505097158672,Medium
CL_5721001,0.21280419905337547,Medium
CL_5721016,0.22806960156218353,Medium
CL_5722001,0.2181492834577632,Medium
CL_5722002,0.21850455877887173,Medium
CL_5730005,0.6191040669854153,High
CL_5730008,0.573499993267214,High
CL_5734001,0.215099171620674,Medium
CL_5737002,0.31909590490122375,Medium
CL_5741001,0.17513357876075092,Medium
CL_5746001,0.2122508280218052,Medium
CL_5748001,0.26018268604567846,Medium
CL_6000003,0.14104298504791998,Low
CL_6002001,0.14186603949322427,Low
CL_6003001,0.14266290327932787,Low
CL_6006001,0.15869128989512374,Low
CL_6008005,0.149801726727345,Low
CL_6011001,0.21330663478252915,Medium
CL_6013001,0.14341282008352016,Low
CL_6015001,0.1659211452333761,Low
CL_6018001,0.16349804471263146,Low
CL_6019003,0.16483427629129632,Low
CL_6025001,0.14126576938828178,Low
CL_6027001,0.14022986056364023,Low
CL_6028001,0.14127464639898532,Low
CL_6033001,0.14541725400552977,Low
CL_6033011,0.12200882911307881,Low
CL_6034001,0.14750735123893455,Low
CL_6034022,0.1454689311343037,Low
CL_6034023,0.14738159429687903,Low
CL_6035001,0.1487589990622248,Low
CL_6043001,0.19012930866496666,Medium
CL_6132001,0.13814381595588646,Low
CL_7102001,0.11089581494411525,Low
CL_7102005,0.11201621580670994,Low
CL_7103001,0.10547343583523441,Low
CL_7104001,0.10675619251074582,Low
CL_7104002,0.10928916077709189,Low
CL_7112001,0.1098547780557802,Low
CL_7115001,0.10506464756314096,Low
CL_7116001,0.1073861279286762,Low
CL_7123001,0.11901145807314246,Low
CL_7200002,0.10859391091047625,Low
CL_7300001,0.11171252149453177,Low
CL_7303000,0.2529345782346858,Medium
CL_7306001,0.10597164292332469,Low
CL_7308001,0.19323922158442647,Medium
CL_7308002,0.20172286835629133,Medium
CL_7317003,0.11159477193232989,Low
CL_7317005,0.11191641203219607,Low
CL_7320003,0.10471992343354009,Low
CL_7321002,0.16913381004077765,Medium
CL_7322001,0.21119726487899726,Medium
CL_7330001,0.11437173366796667,Low
CL_7331001,0.10977700076450238,Low
CL_7332001,0.11556924531415737,Low
CL_7335001,0.11565854207417695,Low
CL_7335002,0.12067352663361323,Low
CL_7336001,0.1213907881500975,Low
CL_7339001,0.11720131667552491,Low
CL_7340001,0.10867863687881149,Low
CL_7341001,0.11086130137573082,Low
CL_7343001,0.10992170903744779,Low
CL_7350001,0.14232119112478,Low
CL_7350002,0.1422544551721416,Low
CL_7350003,0.10750079374860136,Low
CL_7351001,0.11475663678346909,Low
CL_7354001,0.10603331130238819,Low
CL_7354002,0.10597239958047107,Low
CL_7355001,0.10879705441959696,Low
CL_7355002,0.10915877998819186,Low
CL_7355003,0.10990260788208576,Low
CL_7357002,0.11921089323970192,Low
CL_7358001,0.11629441375039883,Low
CL_7359001,0.11736171236569742,Low
CL_7372001,0.1099506487036838,Low
CL_7374001,0.10620041428435423,Low
CL_7379001,0.11791663272872925,Low
CL_7379002,0.12033918170196502,Low
CL_7381001,0.11153659383715638,Low
CL_7383001,0.1977626339300067,Medium
CL_7400001,0.10826415979895994,Low
CL_8104001,0.13997954795869486,Low
CL_8105001,0.1378104793317932,Low
CL_8106001,0.13317628870149015,Low
CL_8106002,0.1332741108492029,Low
CL_8112001,0.11933762617660827,Low
CL_8114001,0.1256489304157468,Low
CL_8115001,0.12996220063616234,Low
CL_8117001,0.14571116431247452,Low
CL_8117004,0.12267538983049288,Low
CL_8117005,0.1457915915671514,Low
CL_8117006,0.11880871092480709,Low
CL_8117008,0.12818054619857247,Low
CL_8118001,0.13176599267099512,Low
CL_8123001,0.12364115017630943,Low
CL_8124001,0.12468859122654904,Low
CL_8124002,0.1253700418426218,Low
CL_8130001,0.1253431218822112,Low
CL_8130002,0.1189860102910649,Low
CL_8132001,0.12493290540226812,Low
CL_8133001,0.12497160873710349,Low
CL_8134002,0.12795773952753278,Low
CL_8134003,0.1359101389865488,Low
CL_8135002,0.12759822946178076,Low
CL_8140002,0.1309015108379515,Low
CL_8141001,0.13107626327450597,Low
CL_8144001,0.12303024328609469,Low
CL_8210003,0.14877250696839545,Low
CL_8220001,0.1524769710233336,Low
CL_8220008,0.22582381692549097,Medium
CL_8220009,0.136044398515097,Low
CL_8220010,0.1401735748864111,Low
CL_8304001,0.09111690545314896,Low
CL_8307002,0.09186494000153402,Low
CL_8308000,0.09172626786650707,Low
CL_8312000,0.09360055272654325,Low
CL_8312001,0.09415056455896481,Low
CL_8313000,0.1185221785468811,Low
CL_8313001,0.09516117647954293,Low
CL_8316002,0.11944214613274179,Low
CL_8317001,0.1013625848840451,Low
CL_8317002,0.1201020141871369,Low
CL_8317004,0.099755879378345,Low
CL_8317005,0.10094125276703261,Low
CL_8319001,0.10333246167594926,Low
CL_8323001,0.12143683981887404,Low
CL_8323002,0.11959474118328252,Low
CL_8324002,0.173816326265535,Medium
CL_8330001,0.12206762228570395,Low
CL_8332001,0.12200570266833628,Low
CL_8334001,0.11009332393458712,Low
CL_8342001,0.09733058816342718,Low
CL_8343001,0.09017182210795387,Low
CL_8350001,0.08664901413558611,Low
CL_8351001,0.09040855714515296,Low
CL_8356001,0.09094915353131107,Low
CL_8358001,0.0972840267377962,Low
CL_8362001,0.10056795739752854,Low
CL_8366002,0.18376854557777134,Medium
CL_8372002,0.13671377394447967,Low
CL_8376001,0.1207900230765667,Low
CL_8380001,0.12310674260442885,Low
CL_8380006,0.12310791074225248,Low
CL_8381003,0.12335600882228322,Low
CL_8383001,0.12411253141441674,Low
CL_8385001,0.1354139023446521,Low
CL_8386001,0.12718098490842028,Low
CL_8393002,0.16337059774680454,Low
CL_8394001,0.11524620049663471,Low
CL_8430001,0.1994552937346009,Medium
CL_8530001,0.12278304731578474,Low
CL_8700002,0.14087363153062724,Low
CL_8700003,0.13938297059814958,Low
CL_8720001,0.13120324232348562,Low
CL_8820001,0.12035738983182312,Low
CL_8821001,0.11888039370561529,Low
CL_8821002,0.11867215048339104,Low
CL_8821003,0.1319698684933365,Low
CL_8821006,0.12294784564299609,Low
CL_8822001,0.13132353437593278,Low
CL_8822002,0.11514968593366919,Low
CL_8910001,0.11657069787757239,Low
CL_9101001,0.10055006922472182,Low
CL_9101002,0.10060391812403804,Low
CL_9102001,0.09564065347388168,Low
CL_9104001,0.10042547673236905,Low
CL_9104002,0.09960928830530467,Low
CL_9106001,0.08882519162859139,Low
CL_9107001,0.0924209417063172,Low
CL_9107002,0.09384501295701068,Low
CL_9111001,0.09390386024220419,Low
CL_9113001,0.0954135005862519,Low
CL_9116001,0.09430151556366415,Low
CL_9122002,0.08761328140413163,Low
CL_9123001,0.09057605313376078,Low
CL_9126001,0.08771023108208882,Low
CL_9127001,0.08891027564364101,Low
CL_9129002,0.09352336021642403,Low
CL_9131001,0.08938467717706482,Low
CL_9134001,0.08792971975529697,Low
CL_9135001,0.09131565087793349,Low
CL_9140001,0.10053480470221239,Low
CL_9400000,0.08708328018320258,Low
CL_9402001,0.08727235578302354,Low
CL_9404001,0.0885896745197664,Low
CL_9405001,0.08694183368520363,Low
CL_9412001,0.1257361544765917,Low
CL_9414001,0.10484081608243379,Low
CL_9416001,0.08829402670389795,Low
CL_9420001,0.1005178480506232,Low
CL_9423001,0.10045768240161983,Low
CL_9433001,0.09431848971453415,Low
CL_9434001,0.09336404049156352,Low
CL_9436001,0.08938987596837587,Low
CL_9437002,0.09684848159338146,Low
CA_15013,0.027523767332571086,Low
CA_15016,0.025691595128745488,Low
CA_15020,0.024537506807261075,Low
CA_15022,0.024149581231346605,Low
CA_15025,0.032390639758704806,Low
CA_15030,0.02530218950687093,Low
CA_15034,0.028285822560535977,Low
CA_15039,0.03550994719380452,Low
CA_15040,0.024057409349209385,Low
CA_15044,0.024161867787546316,Low
CA_15045,0.025318962545550446,Low
CA_15049,0.026083891406699315,Low
CA_15051,0.02519137162719652,Low
CA_15054,0.025631430541932045,Low
CA_15069,0.029775872634313985,Low
CA_15070,0.03477445124582251,Low
CA_15081,0.025728798119897284,Low
CA_15083,0.04276880043387386,Low
CA_15090,0.027907869192482584,Low
CA_15102,0.019667048739848376,Low
CA_15149,0.08385655479943464,Low
CA_15171,0.02271630988581506,Low
CA_15189,0.02589980671825495,Low
CA_15194,0.024282004440726746,Low
CA_15212,0.023538996274908755,Low
CA_15214,0.023157819948309608,Low
CA_15215,0.02462826399778528,Low
CA_15216,0.023269224131012192,Low
CA_15256,0.027229880190021878,Low
CA_15259,0.0252364101777115,Low
CA_15278,0.022233927772009728,Low
CA_15283,0.020613799133591192,Low
CA_15285,0.018721819395298468,Low
CA_15287,0.019052426941647924,Low
CA_15312,0.02405461954175852,Low
CA_16055,0.022515599463316313,Low
CA_16059,0.019715329187717522,Low
CA_16068,0.022827524928499408,Low
CA_16070,0.02246648079238837,Low
CA_16096,0.02079712446433141,Low
CA_16100,0.019315203606509488,Low
CA_16101,0.6987927384612092,High
CA_16105,0.016624301411959034,Low
CA_16121,0.014070229479067064,Low
CA_16127,0.014372515432738145,Low
CA_16134,0.014430388306499627,Low
CA_16135,0.01707071470726655,Low
CA_16136,0.014272288325196086,Low
CA_16139,0.01731123747528205,Low
CA_16143,0.02204204644710149,Low
CA_16146,0.017169715092737754,Low
CA_16151,0.017493941600568223,Low
CA_16153,0.012894227645855818,Low
CA_16158,0.018260056342936058,Low
CA_16159,0.029551053844226956,Low
CA_16160,0.021923074656601187,Low
CA_16161,0.01498965174550468,Low
CA_16169,0.014246751854461259,Low
CA_16176,0.01435424948786129,Low
CA_16205,0.0135477232667677,Low
CA_16487,0.013173930520174905,Low
CA_16510,0.01795625593066659,Low
CA_17050,0.005603003316536826,Low
CA_17077,0.02952733105561607,Low
CA_17082,0.009004357507741001,Low
CA_17100,0.012780971705283058,Low
CA_17110,0.005467773237738466,Low
CA_17137,0.02531805756631837,Low
CA_17147,0.006706230881131428,Low
CA_17150,0.009036596456619535,Low
CA_17202,0.00915544123029684,Low
CA_17288,0.007537053012241872,Low
CA_17325,0.00580605223160762,Low
CA_17329,0.005650817678392978,Low
CA_17338,0.0063741145209902095,Low
CA_17344,0.011356231962360132,Low
CA_17453,0.006740354836516489,Low
CA_17462,0.013126738421882375,Low
USA_01013500,0.3086454464169473,Medium
USA_01022500,0.3060819962220208,Medium
USA_01030500,0.3145168794795209,Medium
USA_01031500,0.3101324867215222,Medium
USA_01047000,0.3120187645969323,Medium
USA_01052500,0.351636825267271,High
USA_01054200,0.3406331771288155,Medium
USA_01055000,0.31039195153220045,Medium
USA_01057000,0.3227845047753681,Medium
USA_01073000,0.4377387247775627,High
USA_01078000,0.3662029652240612,High
USA_01118300,0.410225607499887,High
USA_01121000,0.45875839486579584,High
USA_01123000,0.4491442351109002,High
USA_01134500,0.33427657049798,Medium
USA_01137500,0.36826452449722613,High
USA_01139000,0.344274223650564,Medium
USA_01139800,0.34309572076236483,Medium
USA_01142500,0.3450205164212296,Medium
USA_01144000,0.3450154241974286,Medium
USA_01162500,0.42056497398724385,High
USA_01169000,0.38737905257448546,High
USA_01170100,0.4140120386858115,High
USA_01181000,0.41610206740288364,High
